bird_y, bottom_pipe_y, top_pipe_y, dist, did_jump
534,624,444,0,0
540,624,444,0,0
531,624,444,0,1
523,624,444,0,0
516,624,444,0,0
510,624,444,0,0
505,624,444,0,0
501,624,444,0,0
498,624,444,0,0
496,624,444,0,0
495,624,444,0,0
495,624,444,0,0
496,624,444,0,0
498,624,444,0,0
501,624,444,0,0
505,624,444,0,0
510,624,444,0,0
516,624,444,0,0
523,624,444,0,0
528,624,444,0,0
519,624,444,0,1
511,624,444,0,0
504,624,444,0,0
498,624,444,0,0
493,624,444,0,0
489,624,444,0,0
486,624,444,0,0
484,624,444,0,0
483,624,444,0,0
483,624,444,0,0
484,624,444,0,0
486,624,444,0,0
489,624,444,0,0
493,624,444,0,0
498,624,444,0,0
504,624,444,0,0
511,624,444,0,0
516,624,444,0,0
521,624,444,0,0
526,624,444,0,0
532,624,444,0,0
538,624,444,0,0
544,624,444,0,0
535,624,444,0,1
527,624,444,0,0
520,624,444,0,0
514,624,444,0,0
509,624,444,0,0
505,624,444,0,0
502,624,444,0,0
500,624,444,0,0
499,624,444,0,0
499,624,444,0,0
500,624,444,0,0
502,624,444,0,0
505,624,444,0,0
509,624,444,0,0
514,624,444,0,0
520,624,444,0,0
527,608,428,103,0
532,608,428,101,0
537,608,428,99,0
528,608,428,97,1
520,608,428,95,0
513,608,428,93,0
507,608,428,91,0
502,608,428,89,0
498,608,428,87,0
495,608,428,85,0
493,608,428,83,0
492,608,428,81,0
492,608,428,79,0
493,608,428,77,0
495,608,428,75,0
498,608,428,73,0
502,608,428,71,0
507,608,428,69,0
513,608,428,67,0
520,608,428,65,0
525,608,428,63,0
530,608,428,61,0
521,608,428,59,1
513,608,428,57,0
506,608,428,55,0
500,608,428,53,0
495,608,428,51,0
491,608,428,49,0
488,608,428,47,0
486,608,428,45,0
485,608,428,43,0
485,608,428,41,0
486,608,428,39,0
488,608,428,37,0
491,608,428,35,0
495,608,428,33,0
500,608,428,31,0
506,608,428,29,0
513,608,428,27,0
504,608,428,25,1
496,608,428,23,0
489,608,428,21,0
483,608,428,19,0
478,608,428,17,0
474,608,428,15,0
471,608,428,13,0
469,608,428,11,0
468,608,428,9,0
468,608,428,7,0
469,608,428,5,0
471,608,428,3,0
474,608,428,1,0
465,608,428,0,1
457,608,428,0,0
450,608,428,0,0
444,608,428,0,0
439,608,428,0,0
435,608,428,0,0
432,608,428,0,0
430,608,428,0,0
429,608,428,0,0
420,608,428,0,-1
412,608,428,0,-1
405,608,428,0,-1
399,608,428,0,-1
394,608,428,0,-1
390,608,428,0,-1
387,608,428,0,-1
385,608,428,0,-1
384,608,428,0,-1
384,608,428,0,-1
385,608,428,0,-1
387,608,428,0,-1
390,608,428,0,-1
394,608,428,0,-1
399,608,428,0,-1
405,608,428,0,-1
412,608,428,0,-1
417,608,428,0,-1
422,608,428,0,-1
428,608,428,0,-1
433,608,428,0,-1
439,608,428,0,-1
445,608,428,0,-1
451,608,428,0,-1
458,608,428,0,-1
464,608,428,0,-1
471,608,428,0,-1
478,608,428,0,-1
485,608,428,0,-1
493,608,428,0,-1
500,608,428,0,-1
508,608,428,0,-1
516,608,428,0,-1
524,608,428,0,-1
533,608,428,0,-1
541,608,428,0,-1
550,608,428,0,-1
559,608,428,0,-1
568,608,428,0,-1
578,608,428,0,-1
587,608,428,0,-1
597,608,428,0,-1
607,608,428,0,-1
617,608,428,0,-1
628,608,428,0,-1
638,608,428,0,-1
649,608,428,0,-1
660,608,428,0,-1
671,608,428,0,-1
683,608,428,0,-1
694,608,428,0,-1
706,608,428,0,-1
718,608,428,0,-1
730,608,428,0,-1
55,474,274,333,0
60,474,274,331,0
65,474,274,329,0
71,474,274,327,0
77,474,274,325,0
83,474,274,323,0
89,474,274,321,0
95,474,274,319,0
102,474,274,317,0
109,474,274,315,0
116,474,274,313,0
123,474,274,311,0
130,474,274,309,0
138,474,274,307,0
146,474,274,305,0
154,474,274,303,0
162,474,274,301,0
170,474,274,299,0
179,474,274,297,0
188,474,274,295,0
197,474,274,293,0
206,474,274,291,0
215,474,274,289,0
225,474,274,287,0
235,474,274,285,0
245,474,274,283,0
255,474,274,281,0
265,474,274,279,0
276,474,274,277,0
286,474,274,275,0
297,474,274,273,0
309,474,274,271,0
320,474,274,269,0
332,474,274,267,0
343,474,274,265,0
355,474,274,263,0
368,474,274,261,0
380,474,274,259,0
393,474,274,257,0
405,474,274,255,0
418,474,274,253,0
432,474,274,251,0
445,474,274,249,0
459,474,274,247,0
472,474,274,245,0
