bird_y, bottom_pipe_y, top_pipe_y, dist
480,627,431,0,0
486,627,431,0,0
493,629,433,85,0
498,629,433,83,0
503,629,433,81,0
509,629,433,79,0
514,629,433,77,0
520,629,433,75,0
526,629,433,73,0
532,629,433,71,0
523,629,433,69,1
515,629,433,67,0
508,629,433,65,0
502,629,433,63,0
497,629,433,61,0
493,629,433,59,0
490,629,433,57,0
488,629,433,55,0
487,629,433,53,0
487,629,433,51,0
488,629,433,49,0
490,629,433,47,0
493,629,433,45,0
497,629,433,43,0
502,629,433,41,0
508,629,433,39,0
515,629,433,37,0
520,629,433,35,0
526,629,433,33,0
531,629,433,31,0
522,629,433,29,1
514,629,433,27,0
507,629,433,25,0
501,629,433,23,0
496,629,433,21,0
492,629,433,19,0
489,629,433,17,0
487,629,433,15,0
486,629,433,13,0
486,629,433,11,0
487,629,433,9,0
489,629,433,7,0
492,629,433,5,0
496,629,433,3,0
501,629,433,1,0
507,629,433,0,0
514,629,433,0,0
519,629,433,0,0
524,629,433,0,0
530,629,433,0,0
521,629,433,0,1
513,629,433,0,0
506,629,433,0,0
500,629,433,0,0
495,629,433,0,0
491,629,433,0,0
488,629,433,0,0
486,629,433,0,0
485,629,433,0,0
485,629,433,0,0
486,629,433,0,0
488,629,433,0,0
491,629,433,0,0
495,629,433,0,0
500,629,433,0,0
506,629,433,0,0
513,629,433,0,0
518,629,433,0,0
523,629,433,0,0
528,629,433,0,0
534,629,433,0,0
525,629,433,0,1
517,629,433,0,0
510,629,433,0,0
504,629,433,0,0
499,629,433,0,0
495,629,433,0,0
492,629,433,0,0
490,629,433,0,0
489,629,433,0,0
489,629,433,0,0
490,629,433,0,0
492,629,433,0,0
495,629,433,0,0
499,629,433,0,0
504,629,433,0,0
510,629,433,0,0
517,629,433,0,0
522,629,433,0,0
527,629,433,0,0
518,629,433,0,1
510,629,433,0,0
503,629,433,0,0
497,629,433,0,0
492,629,433,0,0
488,629,433,0,0
485,629,433,0,0
483,629,433,0,0
482,629,433,0,0
482,629,433,0,0
483,629,433,0,0
485,629,433,0,0
488,629,433,0,0
492,629,433,0,0
497,629,433,0,0
503,629,433,0,0
510,629,433,0,0
501,629,433,0,1
493,629,433,0,0
486,629,433,0,0
480,629,433,0,0
475,629,433,0,0
471,629,433,0,0
468,629,433,0,0
466,629,433,0,0
465,629,433,0,0
465,629,433,0,0
466,629,433,0,0
468,584,388,103,0
471,584,388,101,0
475,584,388,99,0
480,584,388,97,0
486,584,388,95,0
493,584,388,93,0
498,584,388,91,0
503,584,388,89,0
494,584,388,87,1
486,584,388,85,0
479,584,388,83,0
473,584,388,81,0
468,584,388,79,0
464,584,388,77,0
461,584,388,75,0
459,584,388,73,0
458,584,388,71,0
458,584,388,69,0
459,584,388,67,0
461,584,388,65,0
464,584,388,63,0
468,584,388,61,0
473,584,388,59,0
479,584,388,57,0
470,584,388,55,1
462,584,388,53,0
455,584,388,51,0
449,584,388,49,0
444,584,388,47,0
440,584,388,45,0
437,584,388,43,0
435,584,388,41,0
434,584,388,39,0
434,584,388,37,0
435,584,388,35,0
437,584,388,33,0
440,584,388,31,0
444,584,388,29,0
449,584,388,27,0
455,584,388,25,0
462,584,388,23,0
467,584,388,21,0
458,584,388,19,1
450,584,388,17,0
443,584,388,15,0
437,584,388,13,0
432,584,388,11,0
428,584,388,9,0
425,584,388,7,0
423,584,388,5,0
422,584,388,3,0
422,584,388,1,0
423,584,388,0,0
425,584,388,0,0
428,584,388,0,0
432,584,388,0,0
437,584,388,0,0
443,584,388,0,0
450,584,388,0,0
455,584,388,0,0
460,584,388,0,0
466,584,388,0,0
471,584,388,0,0
477,584,388,0,0
483,584,388,0,0
489,584,388,0,0
480,584,388,0,1
472,584,388,0,0
465,584,388,0,0
459,584,388,0,0
454,584,388,0,0
450,584,388,0,0
447,584,388,0,0
445,584,388,0,0
444,584,388,0,0
444,584,388,0,0
445,584,388,0,0
447,584,388,0,0
450,584,388,0,0
454,584,388,0,0
459,584,388,0,0
465,584,388,0,0
472,584,388,0,0
477,584,388,0,0
468,584,388,0,1
460,584,388,0,0
453,584,388,0,0
447,584,388,0,0
442,584,388,0,0
438,584,388,0,0
435,584,388,0,0
433,584,388,0,0
432,584,388,0,0
432,584,388,0,0
433,584,388,0,0
435,584,388,0,0
438,584,388,0,0
442,584,388,0,0
447,584,388,0,0
453,584,388,0,0
460,584,388,0,0
465,584,388,0,0
471,584,388,0,0
476,584,388,0,0
482,584,388,0,0
473,584,388,0,1
465,584,388,0,0
458,584,388,0,0
452,584,388,0,0
447,584,388,0,0
443,584,388,0,0
440,584,388,0,0
438,584,388,0,0
437,584,388,0,0
437,584,388,0,0
438,584,388,0,0
440,584,388,0,0
431,584,388,0,1
423,584,388,0,0
416,584,388,0,0
410,584,388,0,0
405,584,388,0,0
401,584,388,0,0
398,584,388,0,0
396,584,388,0,0
395,473,277,85,0
386,473,277,83,1
378,473,277,81,0
371,473,277,79,0
365,473,277,77,0
360,473,277,75,0
356,473,277,73,0
353,473,277,71,0
351,473,277,69,0
350,473,277,67,0
350,473,277,65,0
341,473,277,63,1
333,473,277,61,0
326,473,277,59,0
320,473,277,57,0
315,473,277,55,0
311,473,277,53,0
308,473,277,51,0
306,473,277,49,0
305,473,277,47,0
305,473,277,45,0
306,473,277,43,0
308,473,277,41,0
311,473,277,39,0
315,473,277,37,0
320,473,277,35,0
326,473,277,33,0
333,473,277,31,0
338,473,277,29,0
329,473,277,27,1
321,473,277,25,0
314,473,277,23,0
308,473,277,21,0
303,473,277,19,0
299,473,277,17,0
296,473,277,15,0
294,473,277,13,0
293,473,277,11,0
293,473,277,9,0
294,473,277,7,0
296,473,277,5,0
299,473,277,3,0
303,473,277,1,0
308,473,277,0,0
314,473,277,0,0
321,473,277,0,0
326,473,277,0,0
331,473,277,0,0
336,473,277,0,0
342,473,277,0,0
348,473,277,0,0
354,473,277,0,0
360,473,277,0,0
366,473,277,0,0
373,473,277,0,0
380,473,277,0,0
387,473,277,0,0
394,473,277,0,0
401,473,277,0,0
409,473,277,0,0
400,473,277,0,1
392,473,277,0,0
385,473,277,0,0
379,473,277,0,0
374,473,277,0,0
370,473,277,0,0
367,473,277,0,0
365,473,277,0,0
364,473,277,0,0
364,473,277,0,0
365,473,277,0,0
367,473,277,0,0
370,473,277,0,0
374,473,277,0,0
379,473,277,0,0
385,473,277,0,0
376,473,277,0,1
368,473,277,0,0
361,473,277,0,0
355,473,277,0,0
350,473,277,0,0
346,473,277,0,0
343,473,277,0,0
341,473,277,0,0
340,473,277,0,0
340,473,277,0,0
341,473,277,0,0
343,473,277,0,0
346,473,277,0,0
350,473,277,0,0
355,473,277,0,0
361,473,277,0,0
368,473,277,0,0
373,473,277,0,0
378,473,277,0,0
383,473,277,0,0
389,473,277,0,0
395,473,277,0,0
401,473,277,0,0
407,473,277,0,0
413,473,277,0,0
420,473,277,0,0
427,473,277,0,0
434,473,277,0,0
441,473,277,0,0
448,473,277,0,0
456,473,277,0,0
464,473,277,0,0
472,473,277,0,0
480,473,277,0,0
488,473,277,0,0
479,473,277,0,1
471,473,277,0,0
464,473,277,0,0
458,473,277,0,0
453,473,277,0,0
449,593,397,103,0
446,593,397,101,0
444,593,397,99,0
443,593,397,97,0
443,593,397,95,0
444,593,397,93,0
446,593,397,91,0
449,593,397,89,0
453,593,397,87,0
458,593,397,85,0
464,593,397,83,0
471,593,397,81,0
476,593,397,79,0
482,593,397,77,0
487,593,397,75,0
493,593,397,73,0
498,593,397,71,0
504,593,397,69,0
495,593,397,67,1
487,593,397,65,0
480,593,397,63,0
474,593,397,61,0
469,593,397,59,0
465,593,397,57,0
462,593,397,55,0
460,593,397,53,0
459,593,397,51,0
459,593,397,49,0
460,593,397,47,0
462,593,397,45,0
465,593,397,43,0
469,593,397,41,0
474,593,397,39,0
480,593,397,37,0
487,593,397,35,0
492,593,397,33,0
498,593,397,31,0
503,593,397,29,0
494,593,397,27,1
486,593,397,25,0
479,593,397,23,0
473,593,397,21,0
468,593,397,19,0
464,593,397,17,0
461,593,397,15,0
459,593,397,13,0
458,593,397,11,0
458,593,397,9,0
459,593,397,7,0
461,593,397,5,0
464,593,397,3,0
468,593,397,1,0
473,593,397,0,0
479,593,397,0,0
486,593,397,0,0
491,593,397,0,0
482,593,397,0,1
474,593,397,0,0
467,593,397,0,0
461,593,397,0,0
456,593,397,0,0
452,593,397,0,0
449,593,397,0,0
447,593,397,0,0
446,593,397,0,0
446,593,397,0,0
447,593,397,0,0
449,593,397,0,0
452,593,397,0,0
456,593,397,0,0
461,593,397,0,0
467,593,397,0,0
474,593,397,0,0
479,593,397,0,0
484,593,397,0,0
489,593,397,0,0
495,593,397,0,0
501,593,397,0,0
492,593,397,0,1
484,593,397,0,0
477,593,397,0,0
471,593,397,0,0
466,593,397,0,0
462,593,397,0,0
459,593,397,0,0
457,593,397,0,0
456,593,397,0,0
456,593,397,0,0
457,593,397,0,0
459,593,397,0,0
462,593,397,0,0
466,593,397,0,0
471,593,397,0,0
477,593,397,0,0
484,593,397,0,0
475,593,397,0,1
467,593,397,0,0
460,593,397,0,0
454,593,397,0,0
449,593,397,0,0
445,593,397,0,0
442,593,397,0,0
440,593,397,0,0
439,593,397,0,0
439,593,397,0,0
440,593,397,0,0
442,593,397,0,0
445,593,397,0,0
449,593,397,0,0
454,593,397,0,0
445,593,397,0,1
437,593,397,0,0
430,593,397,0,0
424,593,397,0,0
419,593,397,0,0
415,593,397,0,0
412,593,397,0,0
410,593,397,0,0
409,593,397,0,0
409,593,397,0,0
410,593,397,0,0
412,593,397,0,0
415,593,397,0,0
419,593,397,0,0
424,593,397,0,0
430,552,356,85,0
437,552,356,83,0
442,552,356,81,0
447,552,356,79,0
452,552,356,77,0
458,552,356,75,0
464,552,356,73,0
455,552,356,71,1
447,552,356,69,0
440,552,356,67,0
434,552,356,65,0
429,552,356,63,0
425,552,356,61,0
422,552,356,59,0
420,552,356,57,0
419,552,356,55,0
419,552,356,53,0
420,552,356,51,0
422,552,356,49,0
425,552,356,47,0
429,552,356,45,0
434,552,356,43,0
440,552,356,41,0
447,552,356,39,0
452,552,356,37,0
443,552,356,35,1
435,552,356,33,0
428,552,356,31,0
422,552,356,29,0
417,552,356,27,0
413,552,356,25,0
410,552,356,23,0
408,552,356,21,0
407,552,356,19,0
407,552,356,17,0
408,552,356,15,0
410,552,356,13,0
413,552,356,11,0
417,552,356,9,0
422,552,356,7,0
428,552,356,5,0
435,552,356,3,0
440,552,356,1,0
445,552,356,0,0
436,552,356,0,1
428,552,356,0,0
421,552,356,0,0
415,552,356,0,0
410,552,356,0,0
406,552,356,0,0
403,552,356,0,0
401,552,356,0,0
400,552,356,0,0
400,552,356,0,0
401,552,356,0,0
403,552,356,0,0
406,552,356,0,0
410,552,356,0,0
415,552,356,0,0
421,552,356,0,0
428,552,356,0,0
433,552,356,0,0
438,552,356,0,0
444,552,356,0,0
449,552,356,0,0
455,552,356,0,0
446,552,356,0,1
438,552,356,0,0
431,552,356,0,0
425,552,356,0,0
420,552,356,0,0
416,552,356,0,0
413,552,356,0,0
411,552,356,0,0
410,552,356,0,0
410,552,356,0,0
411,552,356,0,0
413,552,356,0,0
416,552,356,0,0
420,552,356,0,0
425,552,356,0,0
431,552,356,0,0
438,552,356,0,0
443,552,356,0,0
434,552,356,0,1
426,552,356,0,0
419,552,356,0,0
413,552,356,0,0
408,552,356,0,0
404,552,356,0,0
401,552,356,0,0
399,552,356,0,0
398,552,356,0,0
398,552,356,0,0
399,552,356,0,0
401,552,356,0,0
404,552,356,0,0
408,552,356,0,0
413,552,356,0,0
419,552,356,0,0
410,552,356,0,1
402,552,356,0,0
395,552,356,0,0
389,552,356,0,0
384,552,356,0,0
380,552,356,0,0
377,552,356,0,0
375,552,356,0,0
374,552,356,0,0
374,552,356,0,0
375,552,356,0,0
377,552,356,0,0
380,552,356,0,0
384,552,356,0,0
389,552,356,0,0
380,552,356,0,1
372,471,275,103,0
365,471,275,101,0
359,471,275,99,0
354,471,275,97,0
350,471,275,95,0
347,471,275,93,0
345,471,275,91,0
344,471,275,89,0
344,471,275,87,0
345,471,275,85,0
347,471,275,83,0
350,471,275,81,0
354,471,275,79,0
359,471,275,77,0
365,471,275,75,0
356,471,275,73,1
348,471,275,71,0
341,471,275,69,0
335,471,275,67,0
330,471,275,65,0
326,471,275,63,0
323,471,275,61,0
321,471,275,59,0
320,471,275,57,0
320,471,275,55,0
321,471,275,53,0
323,471,275,51,0
326,471,275,49,0
330,471,275,47,0
335,471,275,45,0
341,471,275,43,0
348,471,275,41,0
353,471,275,39,0
344,471,275,37,1
336,471,275,35,0
329,471,275,33,0
323,471,275,31,0
318,471,275,29,0
314,471,275,27,0
311,471,275,25,0
309,471,275,23,0
308,471,275,21,0
308,471,275,19,0
309,471,275,17,0
311,471,275,15,0
314,471,275,13,0
318,471,275,11,0
323,471,275,9,0
329,471,275,7,0
336,471,275,5,0
341,471,275,3,0
346,471,275,1,0
352,471,275,0,0
357,471,275,0,0
363,471,275,0,0
369,471,275,0,0
375,471,275,0,0
382,471,275,0,0
388,471,275,0,0
395,471,275,0,0
386,471,275,0,1
378,471,275,0,0
371,471,275,0,0
365,471,275,0,0
360,471,275,0,0
356,471,275,0,0
353,471,275,0,0
351,471,275,0,0
350,471,275,0,0
350,471,275,0,0
351,471,275,0,0
353,471,275,0,0
356,471,275,0,0
360,471,275,0,0
365,471,275,0,0
371,471,275,0,0
378,471,275,0,0
383,471,275,0,0
388,471,275,0,0
379,471,275,0,1
371,471,275,0,0
364,471,275,0,0
358,471,275,0,0
353,471,275,0,0
349,471,275,0,0
346,471,275,0,0
344,471,275,0,0
343,471,275,0,0
343,471,275,0,0
344,471,275,0,0
346,471,275,0,0
349,471,275,0,0
353,471,275,0,0
358,471,275,0,0
364,471,275,0,0
371,471,275,0,0
376,471,275,0,0
381,471,275,0,0
387,471,275,0,0
392,471,275,0,0
398,471,275,0,0
404,471,275,0,0
410,471,275,0,0
417,471,275,0,0
423,471,275,0,0
430,471,275,0,0
437,471,275,0,0
444,471,275,0,0
452,471,275,0,0
459,471,275,0,0
467,471,275,0,0
458,471,275,0,1
450,471,275,0,0
443,471,275,0,0
437,471,275,0,0
432,471,275,0,0
428,471,275,0,0
425,471,275,0,0
423,471,275,0,0
422,471,275,0,0
422,471,275,0,0
423,471,275,0,0
425,471,275,0,0
428,471,275,0,0
432,471,275,0,0
437,588,392,85,0
443,588,392,83,0
450,588,392,81,0
455,588,392,79,0
460,588,392,77,0
466,588,392,75,0
471,588,392,73,0
477,588,392,71,0
483,588,392,69,0
489,588,392,67,0
496,588,392,65,0
502,588,392,63,0
509,588,392,61,0
500,588,392,59,1
492,588,392,57,0
485,588,392,55,0
479,588,392,53,0
474,588,392,51,0
470,588,392,49,0
467,588,392,47,0
465,588,392,45,0
464,588,392,43,0
464,588,392,41,0
465,588,392,39,0
467,588,392,37,0
470,588,392,35,0
474,588,392,33,0
479,588,392,31,0
485,588,392,29,0
492,588,392,27,0
497,588,392,25,0
502,588,392,23,0
508,588,392,21,0
499,588,392,19,1
491,588,392,17,0
484,588,392,15,0
478,588,392,13,0
473,588,392,11,0
469,588,392,9,0
466,588,392,7,0
464,588,392,5,0
463,588,392,3,0
463,588,392,1,0
464,588,392,0,0
466,588,392,0,0
469,588,392,0,0
473,588,392,0,0
478,588,392,0,0
484,588,392,0,0
491,588,392,0,0
496,588,392,0,0
501,588,392,0,0
492,588,392,0,1
484,588,392,0,0
477,588,392,0,0
471,588,392,0,0
466,588,392,0,0
462,588,392,0,0
459,588,392,0,0
457,588,392,0,0
456,588,392,0,0
456,588,392,0,0
457,588,392,0,0
459,588,392,0,0
462,588,392,0,0
466,588,392,0,0
471,588,392,0,0
477,588,392,0,0
484,588,392,0,0
489,588,392,0,0
494,588,392,0,0
485,588,392,0,1
477,588,392,0,0
470,588,392,0,0
464,588,392,0,0
459,588,392,0,0
455,588,392,0,0
452,588,392,0,0
450,588,392,0,0
449,588,392,0,0
449,588,392,0,0
450,588,392,0,0
452,588,392,0,0
455,588,392,0,0
459,588,392,0,0
464,588,392,0,0
470,588,392,0,0
477,588,392,0,0
482,588,392,0,0
487,588,392,0,0
493,588,392,0,0
484,588,392,0,1
476,588,392,0,0
469,588,392,0,0
463,588,392,0,0
458,588,392,0,0
454,588,392,0,0
451,588,392,0,0
449,588,392,0,0
448,588,392,0,0
448,588,392,0,0
449,588,392,0,0
451,588,392,0,0
454,588,392,0,0
445,588,392,0,1
437,588,392,0,0
430,588,392,0,0
424,588,392,0,0
419,588,392,0,0
415,588,392,0,0
412,588,392,0,0
410,588,392,0,0
409,588,392,0,0
409,588,392,0,0
410,588,392,0,0
412,588,392,0,0
415,470,274,103,0
406,470,274,101,1
398,470,274,99,0
391,470,274,97,0
385,470,274,95,0
380,470,274,93,0
376,470,274,91,0
373,470,274,89,0
371,470,274,87,0
370,470,274,85,0
370,470,274,83,0
371,470,274,81,0
362,470,274,79,1
354,470,274,77,0
347,470,274,75,0
341,470,274,73,0
336,470,274,71,0
332,470,274,69,0
329,470,274,67,0
327,470,274,65,0
326,470,274,63,0
326,470,274,61,0
327,470,274,59,0
329,470,274,57,0
332,470,274,55,0
336,470,274,53,0
341,470,274,51,0
347,470,274,49,0
354,470,274,47,0
359,470,274,45,0
364,470,274,43,0
369,470,274,41,0
375,470,274,39,0
366,470,274,37,1
358,470,274,35,0
351,470,274,33,0
345,470,274,31,0
340,470,274,29,0
336,470,274,27,0
333,470,274,25,0
331,470,274,23,0
330,470,274,21,0
330,470,274,19,0
331,470,274,17,0
333,470,274,15,0
336,470,274,13,0
340,470,274,11,0
345,470,274,9,0
351,470,274,7,0
358,470,274,5,0
363,470,274,3,0
354,470,274,1,1
346,470,274,0,0
339,470,274,0,0
333,470,274,0,0
328,470,274,0,0
324,470,274,0,0
321,470,274,0,0
319,470,274,0,0
318,470,274,0,0
318,470,274,0,0
319,470,274,0,0
321,470,274,0,0
324,470,274,0,0
328,470,274,0,0
333,470,274,0,0
339,470,274,0,0
346,470,274,0,0
351,470,274,0,0
342,470,274,0,1
334,470,274,0,0
327,470,274,0,0
321,470,274,0,0
316,470,274,0,0
312,470,274,0,0
309,470,274,0,0
307,470,274,0,0
306,470,274,0,0
306,470,274,0,0
307,470,274,0,0
309,470,274,0,0
312,470,274,0,0
316,470,274,0,0
321,470,274,0,0
327,470,274,0,0
334,470,274,0,0
339,470,274,0,0
344,470,274,0,0
350,470,274,0,0
341,470,274,0,1
333,470,274,0,0
326,470,274,0,0
320,470,274,0,0
315,470,274,0,0
311,470,274,0,0
308,470,274,0,0
306,470,274,0,0
305,470,274,0,0
305,470,274,0,0
306,470,274,0,0
308,470,274,0,0
311,470,274,0,0
315,470,274,0,0
320,470,274,0,0
326,470,274,0,0
333,470,274,0,0
338,470,274,0,0
343,470,274,0,0
348,470,274,0,0
354,470,274,0,0
360,470,274,0,0
366,470,274,0,0
372,470,274,0,0
378,470,274,0,0
385,470,274,0,0
392,470,274,0,0
399,470,274,0,0
406,470,274,0,0
413,470,274,0,0
421,470,274,0,0
429,470,274,0,0
437,470,274,0,0
445,470,274,0,0
453,470,274,0,0
462,470,274,0,0
471,630,434,85,0
480,630,434,83,0
489,630,434,81,0
498,630,434,79,0
508,630,434,77,0
518,630,434,75,0
528,630,434,73,0
519,630,434,71,1
511,630,434,69,0
504,630,434,67,0
498,630,434,65,0
493,630,434,63,0
489,630,434,61,0
486,630,434,59,0
484,630,434,57,0
483,630,434,55,0
483,630,434,53,0
484,630,434,51,0
486,630,434,49,0
489,630,434,47,0
493,630,434,45,0
498,630,434,43,0
504,630,434,41,0
511,630,434,39,0
516,630,434,37,0
521,630,434,35,0
526,630,434,33,0
532,630,434,31,0
538,630,434,29,0
529,630,434,27,1
521,630,434,25,0
514,630,434,23,0
508,630,434,21,0
503,630,434,19,0
499,630,434,17,0
496,630,434,15,0
494,630,434,13,0
493,630,434,11,0
493,630,434,9,0
494,630,434,7,0
496,630,434,5,0
499,630,434,3,0
503,630,434,1,0
508,630,434,0,0
514,630,434,0,0
521,630,434,0,0
512,630,434,0,1
504,630,434,0,0
497,630,434,0,0
491,630,434,0,0
486,630,434,0,0
482,630,434,0,0
479,630,434,0,0
477,630,434,0,0
476,630,434,0,0
476,630,434,0,0
477,630,434,0,0
479,630,434,0,0
482,630,434,0,0
486,630,434,0,0
491,630,434,0,0
497,630,434,0,0
504,630,434,0,0
509,630,434,0,0
514,630,434,0,0
