bird_y, bottom_pipe_y, top_pipe_y, dist, did_jump
123,605,405,311,0
130,605,405,309,0
138,605,405,307,0
146,605,405,305,0
154,605,405,303,0
162,605,405,301,0
170,605,405,299,0
179,605,405,297,0
188,605,405,295,0
197,605,405,293,0
206,605,405,291,0
215,605,405,289,0
225,605,405,287,0
235,605,405,285,0
245,605,405,283,0
255,605,405,281,0
265,605,405,279,0
276,605,405,277,0
286,605,405,275,0
297,605,405,273,0
309,605,405,271,0
320,605,405,269,0
332,605,405,267,0
343,605,405,265,0
355,605,405,263,0
368,605,405,261,0
380,605,405,259,0
393,605,405,257,0
405,605,405,255,0
418,605,405,253,0
409,605,405,251,1
401,605,405,249,0
394,605,405,247,0
388,605,405,245,0
383,605,405,243,0
379,605,405,241,0
376,605,405,239,0
374,605,405,237,0
373,605,405,235,0
373,605,405,233,0
374,605,405,231,0
376,605,405,229,0
379,605,405,227,0
383,605,405,225,0
388,605,405,223,0
394,605,405,221,0
401,605,405,219,0
406,605,405,217,0
397,605,405,215,1
389,605,405,213,0
382,605,405,211,0
376,605,405,209,0
371,605,405,207,0
367,605,405,205,0
364,605,405,203,0
362,605,405,201,0
361,605,405,199,0
361,605,405,197,0
362,605,405,195,0
364,605,405,193,0
367,605,405,191,0
371,605,405,189,0
376,605,405,187,0
382,605,405,185,0
389,605,405,183,0
394,605,405,181,0
400,605,405,179,0
405,605,405,177,0
411,605,405,175,0
416,605,405,173,0
422,605,405,171,0
429,605,405,169,0
435,605,405,167,0
442,605,405,165,0
448,605,405,163,0
455,605,405,161,0
463,605,405,159,0
470,605,405,157,0
478,605,405,155,0
485,605,405,153,0
493,605,405,151,0
502,605,405,149,0
510,605,405,147,0
519,605,405,145,0
527,605,405,143,0
536,605,405,141,0
546,605,405,139,0
555,605,405,137,0
565,605,405,135,0
574,605,405,133,0
565,605,405,131,1
557,605,405,129,0
550,605,405,127,0
544,605,405,125,0
539,605,405,123,0
535,605,405,121,0
532,605,405,119,0
530,605,405,117,0
529,605,405,115,0
529,605,405,113,0
530,605,405,111,0
532,605,405,109,0
535,605,405,107,0
539,605,405,105,0
544,605,405,103,0
550,605,405,101,0
541,605,405,99,1
533,605,405,97,0
526,605,405,95,0
520,605,405,93,0
515,605,405,91,0
511,605,405,89,0
508,605,405,87,0
506,605,405,85,0
505,605,405,83,0
505,605,405,81,0
506,605,405,79,0
508,605,405,77,0
511,605,405,75,0
515,605,405,73,0
520,605,405,71,0
526,605,405,69,0
517,605,405,67,1
509,605,405,65,0
502,605,405,63,0
496,605,405,61,0
491,605,405,59,0
487,605,405,57,0
484,605,405,55,0
482,605,405,53,0
481,605,405,51,0
481,605,405,49,0
482,605,405,47,0
484,605,405,45,0
487,605,405,43,0
491,605,405,41,0
496,605,405,39,0
502,605,405,37,0
509,605,405,35,0
514,605,405,33,0
520,605,405,31,0
525,605,405,29,0
531,605,405,27,0
522,605,405,25,1
514,605,405,23,0
507,605,405,21,0
501,605,405,19,0
496,605,405,17,0
492,605,405,15,0
489,605,405,13,0
487,605,405,11,0
486,605,405,9,0
486,605,405,7,0
487,605,405,5,0
489,605,405,3,0
492,605,405,1,0
496,605,405,0,0
501,605,405,0,0
507,605,405,0,0
498,605,405,0,1
490,605,405,0,0
483,605,405,0,0
477,605,405,0,0
472,605,405,0,0
468,605,405,0,0
465,605,405,0,0
463,605,405,0,0
462,605,405,0,0
462,605,405,0,0
463,605,405,0,0
465,605,405,0,0
468,605,405,0,0
472,605,405,0,0
477,605,405,0,0
483,605,405,0,0
490,605,405,0,0
495,605,405,0,0
500,605,405,0,0
505,605,405,0,0
511,605,405,0,0
517,605,405,0,0
523,605,405,0,0
529,605,405,0,0
535,605,405,0,0
526,605,405,0,1
518,605,405,0,0
511,605,405,0,0
505,605,405,0,0
500,605,405,0,0
496,605,405,0,0
493,605,405,0,0
491,605,405,0,0
490,605,405,0,0
490,605,405,0,0
491,605,405,0,0
493,605,405,0,0
496,605,405,0,0
500,605,405,0,0
505,605,405,0,0
511,605,405,0,0
518,605,405,0,0
523,605,405,0,0
528,605,405,0,0
534,605,405,0,0
539,605,405,0,0
545,605,405,0,0
551,605,405,0,0
542,605,405,0,1
534,605,405,0,0
527,605,405,0,0
521,605,405,0,0
516,605,405,0,0
512,605,405,0,0
509,605,405,0,0
507,605,405,0,0
506,605,405,0,0
506,605,405,0,0
507,605,405,0,0
509,605,405,0,0
512,605,405,0,0
516,605,405,0,0
521,605,405,0,0
512,605,405,0,1
504,605,405,0,0
497,605,405,0,0
491,605,405,0,0
486,605,405,0,0
482,605,405,0,0
479,605,405,0,0
477,541,341,103,0
476,541,341,101,0
476,541,341,99,0
477,541,341,97,0
479,541,341,95,0
482,541,341,93,0
486,541,341,91,0
491,541,341,89,0
482,541,341,87,1
474,541,341,85,0
467,541,341,83,0
461,541,341,81,0
456,541,341,79,0
452,541,341,77,0
449,541,341,75,0
447,541,341,73,0
446,541,341,71,0
446,541,341,69,0
447,541,341,67,0
438,541,341,65,1
430,541,341,63,0
423,541,341,61,0
417,541,341,59,0
412,541,341,57,0
408,541,341,55,0
405,541,341,53,0
403,541,341,51,0
402,541,341,49,0
402,541,341,47,0
403,541,341,45,0
405,541,341,43,0
408,541,341,41,0
412,541,341,39,0
417,541,341,37,0
423,541,341,35,0
430,541,341,33,0
435,541,341,31,0
440,541,341,29,0
446,541,341,27,0
451,541,341,25,0
457,541,341,23,0
448,541,341,21,1
440,541,341,19,0
433,541,341,17,0
427,541,341,15,0
422,541,341,13,0
418,541,341,11,0
415,541,341,9,0
413,541,341,7,0
412,541,341,5,0
412,541,341,3,0
413,541,341,1,0
415,541,341,0,0
418,541,341,0,0
422,541,341,0,0
427,541,341,0,0
433,541,341,0,0
440,541,341,0,0
445,541,341,0,0
450,541,341,0,0
441,541,341,0,1
433,541,341,0,0
426,541,341,0,0
420,541,341,0,0
415,541,341,0,0
411,541,341,0,0
408,541,341,0,0
406,541,341,0,0
405,541,341,0,0
405,541,341,0,0
406,541,341,0,0
408,541,341,0,0
411,541,341,0,0
415,541,341,0,0
420,541,341,0,0
426,541,341,0,0
433,541,341,0,0
438,541,341,0,0
429,541,341,0,1
421,541,341,0,0
414,541,341,0,0
408,541,341,0,0
403,541,341,0,0
399,541,341,0,0
396,541,341,0,0
394,541,341,0,0
393,541,341,0,0
393,541,341,0,0
394,541,341,0,0
396,541,341,0,0
399,541,341,0,0
403,541,341,0,0
408,541,341,0,0
414,541,341,0,0
405,541,341,0,1
397,541,341,0,0
390,541,341,0,0
384,541,341,0,0
379,541,341,0,0
375,541,341,0,0
372,541,341,0,0
370,541,341,0,0
369,541,341,0,0
369,541,341,0,0
370,541,341,0,0
372,541,341,0,0
375,541,341,0,0
379,541,341,0,0
384,541,341,0,0
390,541,341,0,0
397,541,341,0,0
402,541,341,0,0
408,541,341,0,0
413,541,341,0,0
419,541,341,0,0
424,541,341,0,0
430,541,341,0,0
437,541,341,0,0
443,541,341,0,0
450,541,341,0,0
456,541,341,0,0
463,541,341,0,0
471,541,341,0,0
478,541,341,0,0
486,541,341,0,0
493,618,418,85,0
501,618,418,83,0
510,618,418,81,0
518,618,418,79,0
527,618,418,77,0
535,618,418,75,0
544,618,418,73,0
554,618,418,71,0
563,618,418,69,0
573,618,418,67,0
564,618,418,65,1
556,618,418,63,0
549,618,418,61,0
543,618,418,59,0
538,618,418,57,0
534,618,418,55,0
531,618,418,53,0
529,618,418,51,0
528,618,418,49,0
528,618,418,47,0
529,618,418,45,0
531,618,418,43,0
534,618,418,41,0
538,618,418,39,0
529,618,418,37,1
521,618,418,35,0
514,618,418,33,0
508,618,418,31,0
503,618,418,29,0
499,618,418,27,0
496,618,418,25,0
494,618,418,23,0
493,618,418,21,0
493,618,418,19,0
494,618,418,17,0
496,618,418,15,0
499,618,418,13,0
503,618,418,11,0
508,618,418,9,0
514,618,418,7,0
521,618,418,5,0
512,618,418,3,1
504,618,418,1,0
497,618,418,0,0
491,618,418,0,0
486,618,418,0,0
482,618,418,0,0
479,618,418,0,0
477,618,418,0,0
476,618,418,0,0
476,618,418,0,0
477,618,418,0,0
479,618,418,0,0
482,618,418,0,0
486,618,418,0,0
491,618,418,0,0
497,618,418,0,0
504,618,418,0,0
509,618,418,0,0
514,618,418,0,0
519,618,418,0,0
525,618,418,0,0
531,618,418,0,0
522,618,418,0,1
514,618,418,0,0
507,618,418,0,0
501,618,418,0,0
496,618,418,0,0
492,618,418,0,0
489,618,418,0,0
487,618,418,0,0
486,618,418,0,0
486,618,418,0,0
487,618,418,0,0
489,618,418,0,0
492,618,418,0,0
496,618,418,0,0
501,618,418,0,0
507,618,418,0,0
498,618,418,0,1
490,618,418,0,0
483,618,418,0,0
477,618,418,0,0
472,618,418,0,0
468,618,418,0,0
465,618,418,0,0
463,618,418,0,0
462,618,418,0,0
462,618,418,0,0
463,618,418,0,0
465,618,418,0,0
468,618,418,0,0
472,618,418,0,0
477,618,418,0,0
483,618,418,0,0
490,618,418,0,0
495,618,418,0,0
500,618,418,0,0
491,618,418,0,1
483,618,418,0,0
476,618,418,0,0
470,618,418,0,0
465,618,418,0,0
461,618,418,0,0
458,618,418,0,0
456,618,418,0,0
455,618,418,0,0
455,618,418,0,0
456,618,418,0,0
458,618,418,0,0
461,618,418,0,0
465,618,418,0,0
470,618,418,0,0
476,618,418,0,0
483,618,418,0,0
488,618,418,0,0
479,596,396,103,1
471,596,396,101,0
464,596,396,99,0
458,596,396,97,0
453,596,396,95,0
449,596,396,93,0
446,596,396,91,0
444,596,396,89,0
443,596,396,87,0
443,596,396,85,0
444,596,396,83,0
446,596,396,81,0
449,596,396,79,0
453,596,396,77,0
458,596,396,75,0
464,596,396,73,0
471,596,396,71,0
476,596,396,69,0
481,596,396,67,0
486,596,396,65,0
492,596,396,63,0
498,596,396,61,0
504,596,396,59,0
510,596,396,57,0
516,596,396,55,0
523,596,396,53,0
530,596,396,51,0
537,596,396,49,0
544,596,396,47,0
551,596,396,45,-1
559,596,396,43,-1
567,596,396,41,-1
575,596,396,39,-1
583,596,396,37,-1
591,596,396,35,-1
600,596,396,33,-1
609,596,396,31,-1
618,596,396,29,-1
627,596,396,27,-1
636,596,396,25,-1
646,596,396,23,-1
656,596,396,21,-1
666,596,396,19,-1
676,596,396,17,-1
686,596,396,15,-1
697,596,396,13,-1
708,596,396,11,-1
719,596,396,9,-1
730,596,396,7,-1
55,465,265,333,0
60,465,265,331,0
65,465,265,329,0
71,465,265,327,0
77,465,265,325,0
83,465,265,323,0
89,465,265,321,0
95,465,265,319,0
102,465,265,317,0
109,465,265,315,0
116,465,265,313,0
123,465,265,311,0
130,465,265,309,0
138,465,265,307,0
146,465,265,305,0
154,465,265,303,0
162,465,265,301,0
170,465,265,299,0
179,465,265,297,0
188,465,265,295,0
197,465,265,293,0
206,465,265,291,0
215,465,265,289,0
225,465,265,287,0
235,465,265,285,0
245,465,265,283,0
255,465,265,281,0
265,465,265,279,0
276,465,265,277,0
286,465,265,275,0
297,465,265,273,0
309,465,265,271,0
320,465,265,269,0
332,465,265,267,0
343,465,265,265,0
355,465,265,263,0
368,465,265,261,0
380,465,265,259,0
393,465,265,257,0
405,465,265,255,0
418,465,265,253,0
432,465,265,251,0
445,465,265,249,0
459,465,265,247,0
472,465,265,245,0
486,465,265,243,0
501,465,265,241,0
515,465,265,239,0
530,465,265,237,0
521,465,265,235,1
513,465,265,233,0
506,465,265,231,0
500,465,265,229,0
495,465,265,227,0
491,465,265,225,0
488,465,265,223,0
486,465,265,221,0
485,465,265,219,0
485,465,265,217,0
486,465,265,215,0
488,465,265,213,0
491,465,265,211,0
482,465,265,209,1
474,465,265,207,0
467,465,265,205,0
461,465,265,203,0
456,465,265,201,0
452,465,265,199,0
449,465,265,197,0
447,465,265,195,0
446,465,265,193,0
446,465,265,191,0
447,465,265,189,0
449,465,265,187,0
440,465,265,185,1
432,465,265,183,0
425,465,265,181,0
419,465,265,179,0
414,465,265,177,0
410,465,265,175,0
407,465,265,173,0
405,465,265,171,0
404,465,265,169,0
404,465,265,167,0
405,465,265,165,0
407,465,265,163,0
398,465,265,161,1
390,465,265,159,0
383,465,265,157,0
377,465,265,155,0
372,465,265,153,0
368,465,265,151,0
365,465,265,149,0
363,465,265,147,0
362,465,265,145,0
362,465,265,143,0
363,465,265,141,0
365,465,265,139,0
368,465,265,137,0
359,465,265,135,1
351,465,265,133,0
344,465,265,131,0
338,465,265,129,0
333,465,265,127,0
329,465,265,125,0
326,465,265,123,0
324,465,265,121,0
323,465,265,119,0
323,465,265,117,0
314,465,265,115,1
306,465,265,113,0
299,465,265,111,0
293,465,265,109,0
288,465,265,107,0
284,465,265,105,0
281,465,265,103,0
279,465,265,101,0
278,465,265,99,0
278,465,265,97,0
279,465,265,95,0
281,465,265,93,0
284,465,265,91,0
275,465,265,89,1
267,465,265,87,0
260,465,265,85,0
254,465,265,83,0
249,465,265,81,0
245,465,265,79,0
242,465,265,77,0
240,465,265,75,0
239,465,265,73,0
239,465,265,71,0
240,465,265,69,0
242,465,265,67,0
245,465,265,65,0
249,465,265,63,0
240,465,265,61,1
232,465,265,59,0
225,465,265,57,0
219,465,265,55,0
214,465,265,53,0
210,465,265,51,0
207,465,265,49,-1
